-5.717300000000000160e-02,-5.121699999999999864e-02,-5.733400000000000302e-02,-5.105599999999999722e-02,-5.250500000000000306e-02,-5.475900000000000212e-02,-5.475900000000000212e-02,-5.701200000000000018e-02,-5.282699999999999896e-02,-5.717300000000000160e-02,-5.073400000000000132e-02,-5.025099999999999706e-02,-5.186099999999999738e-02,-5.250500000000000306e-02,-5.781700000000000034e-02,-5.411500000000000338e-02,-5.524199999999999944e-02,-4.799699999999999800e-02,-5.846099999999999908e-02,-5.379300000000000054e-02
-5.813900000000000318e-02,-5.250500000000000306e-02,-5.685099999999999876e-02,-5.218300000000000022e-02,-5.153900000000000148e-02,-5.524199999999999944e-02,-5.733400000000000302e-02,-6.103700000000000098e-02,-5.041199999999999848e-02,-5.717300000000000160e-02,-5.379300000000000054e-02,-5.186099999999999738e-02,-5.266599999999999754e-02,-5.363199999999999912e-02,-5.411500000000000338e-02,-5.475900000000000212e-02,-5.282699999999999896e-02,-4.719299999999999884e-02,-5.765599999999999892e-02,-5.234400000000000164e-02
-5.765599999999999892e-02,-5.153900000000000148e-02,-5.411500000000000338e-02,-5.202199999999999880e-02,-5.701200000000000018e-02,-5.524199999999999944e-02,-5.572400000000000270e-02,-5.813900000000000318e-02,-5.089500000000000274e-02,-5.524199999999999944e-02,-5.250500000000000306e-02,-4.896299999999999958e-02,-4.735400000000000026e-02,-5.588499999999999718e-02,-5.524199999999999944e-02,-5.990999999999999798e-02,-5.282699999999999896e-02,-4.687100000000000294e-02,-5.701200000000000018e-02,-5.057299999999999990e-02
-5.459800000000000070e-02,-5.105599999999999722e-02,-5.475900000000000212e-02,-4.912400000000000100e-02,-5.846099999999999908e-02,-5.459800000000000070e-02,-5.974899999999999656e-02,-5.910499999999999782e-02,-5.218300000000000022e-02,-5.508099999999999802e-02,-5.282699999999999896e-02,-4.992900000000000116e-02,-5.057299999999999990e-02,-5.910499999999999782e-02,-5.411500000000000338e-02,-5.636800000000000144e-02,-5.411500000000000338e-02,-4.461699999999999694e-02,-5.556300000000000128e-02,-5.202199999999999880e-02
-5.636800000000000144e-02,-5.121699999999999864e-02,-5.459800000000000070e-02,-5.170000000000000290e-02,-5.974899999999999656e-02,-5.282699999999999896e-02,-5.733400000000000302e-02,-5.894400000000000334e-02,-5.009000000000000258e-02,-5.540300000000000086e-02,-5.363199999999999912e-02,-4.944599999999999690e-02,-5.314900000000000180e-02,-5.636800000000000144e-02,-5.588499999999999718e-02,-5.765599999999999892e-02,-5.572400000000000270e-02,-4.590500000000000136e-02,-5.443699999999999928e-02,-5.331000000000000322e-02
-5.491999999999999660e-02,-5.170000000000000290e-02,-5.105599999999999722e-02,-5.250500000000000306e-02,-5.749499999999999750e-02,-5.459800000000000070e-02,-5.910499999999999782e-02,-5.862200000000000050e-02,-5.250500000000000306e-02,-5.572400000000000270e-02,-5.701200000000000018e-02,-5.443699999999999928e-02,-5.427599999999999786e-02,-5.218300000000000022e-02,-5.556300000000000128e-02,-5.862200000000000050e-02,-5.250500000000000306e-02,-4.815799999999999942e-02,-5.459800000000000070e-02,-5.395400000000000196e-02
-5.137800000000000006e-02,-5.459800000000000070e-02,-5.331000000000000322e-02,-5.491999999999999660e-02,-5.540300000000000086e-02,-5.202199999999999880e-02,-5.717300000000000160e-02,-5.846099999999999908e-02,-5.298800000000000038e-02,-5.459800000000000070e-02,-5.604599999999999860e-02,-5.282699999999999896e-02,-5.266599999999999754e-02,-5.524199999999999944e-02,-5.540300000000000086e-02,-5.749499999999999750e-02,-5.314900000000000180e-02,-5.105599999999999722e-02,-5.314900000000000180e-02,-5.266599999999999754e-02
-5.282699999999999896e-02,-5.701200000000000018e-02,-5.395400000000000196e-02,-5.524199999999999944e-02,-5.491999999999999660e-02,-4.992900000000000116e-02,-5.749499999999999750e-02,-5.588499999999999718e-02,-5.298800000000000038e-02,-5.572400000000000270e-02,-5.701200000000000018e-02,-4.864099999999999674e-02,-5.363199999999999912e-02,-5.572400000000000270e-02,-5.443699999999999928e-02,-5.572400000000000270e-02,-5.395400000000000196e-02,-5.025099999999999706e-02,-5.443699999999999928e-02,-5.331000000000000322e-02
-5.234400000000000164e-02,-5.668999999999999734e-02,-5.234400000000000164e-02,-5.508099999999999802e-02,-5.314900000000000180e-02,-5.057299999999999990e-02,-5.717300000000000160e-02,-5.508099999999999802e-02,-5.411500000000000338e-02,-5.459800000000000070e-02,-5.331000000000000322e-02,-4.719299999999999884e-02,-5.298800000000000038e-02,-4.992900000000000116e-02,-5.459800000000000070e-02,-5.379300000000000054e-02,-5.781700000000000034e-02,-4.896299999999999958e-02,-5.556300000000000128e-02,-5.572400000000000270e-02
-5.411500000000000338e-02,-5.926599999999999924e-02,-5.363199999999999912e-02,-5.395400000000000196e-02,-5.041199999999999848e-02,-5.250500000000000306e-02,-5.701200000000000018e-02,-5.636800000000000144e-02,-4.912400000000000100e-02,-5.668999999999999734e-02,-5.524199999999999944e-02,-5.089500000000000274e-02,-5.459800000000000070e-02,-5.234400000000000164e-02,-5.170000000000000290e-02,-5.411500000000000338e-02,-5.443699999999999928e-02,-5.073400000000000132e-02,-5.668999999999999734e-02,-5.572400000000000270e-02
-5.668999999999999734e-02,-6.087599999999999956e-02,-5.347099999999999770e-02,-5.572400000000000270e-02,-5.347099999999999770e-02,-5.717300000000000160e-02,-5.685099999999999876e-02,-5.524199999999999944e-02,-5.331000000000000322e-02,-5.829999999999999766e-02,-5.411500000000000338e-02,-5.153900000000000148e-02,-5.427599999999999786e-02,-5.314900000000000180e-02,-5.443699999999999928e-02,-5.459800000000000070e-02,-5.137800000000000006e-02,-4.976799999999999974e-02,-5.588499999999999718e-02,-5.668999999999999734e-02
-5.797800000000000176e-02,-5.749499999999999750e-02,-5.395400000000000196e-02,-5.540300000000000086e-02,-5.105599999999999722e-02,-5.540300000000000086e-02,-5.524199999999999944e-02,-5.846099999999999908e-02,-5.266599999999999754e-02,-5.797800000000000176e-02,-5.298800000000000038e-02,-4.799699999999999800e-02,-5.170000000000000290e-02,-5.153900000000000148e-02,-5.508099999999999802e-02,-5.491999999999999660e-02,-5.491999999999999660e-02,-4.735400000000000026e-02,-5.733400000000000302e-02,-5.604599999999999860e-02
